name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_company_name
Mahindra Scorpio VLX 2WD AT BSIII,2014,80000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8.0,Mahindra
Maruti A-Star Vxi,2011,30000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,Maruti
Mahindra XUV500 W8 2WD,2014,120000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,Mahindra
Hyundai EON Sportz,2016,35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai
Tata Tigor 1.2 Revotron XZ,2017,40000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata
Hyundai Grand i10 Magna,2014,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Maruti Swift Dzire ZDi,2008,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,Maruti
Datsun RediGO 1.0 T Option,2017,20000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,Datsun
Renault KWID Climber 1.0 AMT,2017,40000,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,5.0,Renault
Ford Figo Diesel Titanium,2010,124316,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,6544,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0,Mahindra
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,50000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,Toyota
Hyundai i20 Magna 1.2,2016,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai
Mahindra XUV500 W7 BSIV,2018,50000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,Mahindra
Hyundai Grand i10 SportZ Edition,2015,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,Hyundai
Maruti Swift Dzire VXi,2012,69000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,Maruti
Mahindra KUV 100 mFALCON D75 K8,2016,49600,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,6.0,Mahindra
Hyundai i10 Era,2008,30000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,Hyundai
Chevrolet Enjoy 1.3 TCDi LTZ 8,2016,198000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.74,8.0,Chevrolet
Hyundai i20 Asta (o),2010,80000,Petrol,Individual,Manual,Rent,17.0,1197.0,80.0,5.0,Hyundai
Maruti Baleno Delta Automatic,2019,19000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti
Maruti Eeco CNG 5 Seater AC BSIV,5,5000,CNG,Individual,Ai,First Owner,21.94,1196.0,61.7,5.0,Maruti
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,Hyundai
Maruti Ertiga BSIV VXI,2017,40000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,Maruti
Maruti Swift VDI,2012,97000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,Maruti
Tata Estate Std,1999,80000,Diesel,Individual,Manual,Third Owner,,,,,Tata
Nissan Micra Active XV,2014,30000,Petrol,Individual,Manual,First Owner,19.69,1198.0,67.04,5.0,Nissan
Maruti Ertiga SHVS ZDI Plus,2017,120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti
Renault Duster 110PS Diesel RxZ,2013,120000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,Renault
Ford Figo Diesel Titanium,2012,103994,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399.0,68.0,5.0,Ford
Toyota Corolla AE,2003,70000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5.0,Toyota
Ford Figo Aspire 1.5 TDCi Titanium,2017,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford
Maruti SX4 ZDI Leather,2011,115000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248.0,88.8,5.0,Maruti
Tata Indica Vista Quadrajet VX,2012,178000,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,5.0,Indica
Maruti Zen Estilo LX BSIV,2011,40000,Petrol,Individual,Manual,Third Owner,19.0,998.0,67.1,5.0,Maruti
Ford Figo Diesel EXI,2011,80000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford
Audi Q7 3.0 TDI Quattro,2009,98000,Diesel,Partnership,Automatic,Fourth & Above Owner,12.07,2967.0,241.4,7.0,Audi
Tata Indica V2 DLS TC,2009,118000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,5.0,Tata
Maruti Alto LX,2004,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Tata Indica V2 2001-2011 DLS BSIII,2009,120000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,Tata
Mahindra Scorpio Gateway 2WD,2013,120000,Diesel,Individual,Manual,Second Owner,13.5,2609.0,115.0,5.0,Mahindra
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,217000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,Toyota
Maruti Wagon R AX BSIV,2011,65000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti
Hyundai i10 Asta,2012,41000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai
Maruti Swift ZXI ABS,2005,120000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0,Maruti
Maruti Alto K10 LXI,2011,70000,Petrol,Individual,Ai,Third Owner,20.92,998.0,67.1,5.0,Maruti
Renault Duster 85PS Diesel RxL Optional,2012,90000,Diesel,Partnership,Manual,Second Owner,20.46,1461.0,83.8,5.0,Renault
Maruti Ertiga ZDI,2014,80000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,Maruti
Honda City 2017-2020 VTEC,2006,120000,Petrol,Partnership,Manual,Second Owner,16.9,1497.0,100.0,5.0,City
Maruti Alto STD,2009,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti
Tata Tigor 1.2 Revotron XT,1,35000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata
Renault Triber RXT BSIV,2019,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0,Renault
Maruti Vitara Brezza VDi Option,2016,110000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti
Hyundai i20 1.2 Asta Option,2017,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai
Tata Nexon 1.2 Revotron XZ Plus,2018,15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,Tata
Maruti Alto K10 2010-2014 VXI,2014,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti
Honda Jazz 1.2 V i VTEC,2016,41000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,Honda
Mahindra Bolero SLX,2011,100000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra
Mahindra Bolero SLX,2007,110000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0,Mahindra
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,120000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,67.0,5.0,Ford
Maruti Wagon R LXI,2008,35008,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti
Datsun RediGO T,2017,31100,Petrol,Dealer,Manual,First Owner,22.7,799.0,53.64,5.0,Datsun
Hyundai Xcent 1.1 CRDi Base,2014,42312,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0,Hyundai
Toyota Etios G Safety,2011,72000,Petrol,Dealer,Manual,First Owner,17.6,1496.0,88.7,5.0,Toyota
Toyota Etios Liva 1.4 GD,2014,54891,Diesel,Dealer,Manual,First Owner,23.59,1364.0,67.04,5.0,Toyota
Hyundai Verna CRDi 1.6 AT SX Plus,2018,30000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5.0,Hyundai
BMW 3 Series 320d Luxury Line Plus,2017,44000,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,5.0,BMW
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,18890,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7.0,Toyota
Renault Koleos 2.0 Diesel,2013,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995.0,148.0,5.0,Renault
Renault Pulse RxZ Optional,2012,100000,Diesel,Dealer,Manual,First Owner,23.08,1461.0,63.1,5.0,Renault
Hyundai Grand i10 Magna AT,2019,4337,Petrol,Dealer,Automatic,Rent,18.9,1197.0,82.0,5.0,Hyundai
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,14495,Petrol,Dealer,Manual,First Owner,18.78,999.0,75.0,5.0,Volkswagen
Mahindra XUV500 W9 BSIV,2018,24000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,152.87,7.0,Mahindra
Toyota Corolla Altis Diesel D4DG,2010,83585,Diesel,Dealer,Manual,First Owner,21.43,1364.0,87.2,5.0,Toyota
Volkswagen Polo GT TSI,2014,31000,Petrol,Dealer,Automatic,Second Owner,17.21,1197.0,103.6,5.0,Volkswagen
Toyota Innova Crysta 2.4 GX MT BSIV,2016,100000,Diesel,Partnership,Manual,First Owner,13.68,2393.0,147.8,7.0,Toyota
Renault Duster 85PS Diesel RxL,2017,48406,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5.0,Renault
Hyundai i20 Era 1.4 CRDi,2016,56239,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5.0,i20
Maruti Baleno Delta 1.2,2015,33243,Petrol,Dealer,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti
Honda Jazz 1.2 S AT i VTEC,2016,26000,Petrol,Dealer,Automatic,First Owner,19.0,1199.0,88.7,5.0,Jazz
Toyota Etios GD,2012,90000,Diesel,Individual,Manual,First Owner,,,,,Toyota
Hyundai i20 Active 1.2 SX with AVN,2016,120000,Petrol,Individual,Manual,Second Owner,17.19,1197.0,81.86,5.0,Hyundai
Hyundai i20 Asta Option 1.2,5,38000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai
Hyundai EON Era Plus,2013,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai
Maruti Swift Dzire VXI,2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,Maruti
Chevrolet Beat LT,2015,50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0,Chevrolet
Tata Tiago 1.2 Revotron XZ,2017,42000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
Chevrolet Sail 1.2 LS ABS,2016,30000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,Chevrolet
Ford Ikon 1.3 Flair,2005,15858,Petrol,Individual,Manual,First Owner,13.8,1299.0,70.0,5.0,Ford
Maruti Alto 800 LXI,2017,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,50000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,Chevrolet
Chevrolet Beat Diesel,2013,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0,Chevrolet
Renault Lodgy 85PS RxE 7 Seater,2018,35000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,7.0,Renault
Ambassador CLASSIC 1500 DSL AC,2000,90000,Diesel,Individual,Manual,Second Owner,12.8,1489.0,35.5,5.0,Ambassador
Maruti Swift LXI Optional-O,2015,50000,Electric,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,Maruti
Honda Mobilio RS i DTEC,2015,110000,Diesel,Individual,Manual,First Owner,24.5,1498.0,98.6,7.0,Honda
Maruti Swift VDI,2015,87847,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti
Maruti Alto LXi,2009,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti
Maruti Swift VXI 2018,2018,5000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti
Maruti Wagon R AMT VXI,2017,29000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti
Tata Indigo CS LS (TDI) BS-III,2016,20000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,Tata
Maruti Swift Dzire VXI 1.2,2018,15000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti
Renault KWID RXL,2017,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault
Maruti Alto LX,2009,17000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti
Tata Manza Aura Quadrajet BS IV,2012,120000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,Tata
Maruti Baleno Delta 1.2,2016,45000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti
Mahindra Scorpio 1.99 S10 4WD,2016,60000,Diesel,Individual,Manual,Third Owner,15.4,1997.0,120.0,7.0,Mahindra
Tata Harrier XZ Dark Edition BSIV,2019,25000,Diesel,Individual,Manual,First Owner,17.0,1956.0,138.1,5.0,Tata
Ford Fiesta 1.5 TDCi Trend,2015,80000,Diesel,Partnership,Manual,Second Owner,25.01,1498.0,89.75,5.0,Ford
Mahindra Bolero 2011-2019 ZLX BSIII,2014,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra
Maruti Alto 800 LXI,2016,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti
Maruti Wagon R VXI BS IV,2015,50000,Petrol,Individual,Manual,Third Owner,20.51,998.0,67.04,5.0,Maruti
Toyota Etios Liva GD,2012,100000,Diesel,Individual,Manual,Second Owner,,,,,Toyota
Ford Figo 1.5P Titanium AT,2015,40000,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5.0,Ford
Maruti Omni E MPI STD BS IV,2018,30000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,Maruti
Chevrolet Sail 1.2 LS ABS,2016,15000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,Chevrolet
Mahindra XUV500 W8 2WD,2012,100000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra
Tata Indigo CS eGLX BS IV,2011,70000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,Tata
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,110000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8.0,Mahindra
Hyundai Santro Xing XO eRLX Euro II,2006,9558,Petrol,Individual,Manual,First Owner,,,,,Hyundai
Maruti Alto K10 VXI AGS Optional,2017,10000,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,5.0,Maruti
Hyundai i10 Sportz,2010,110000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai
Hyundai Verna 1.6 SX,2013,87000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar
Tata Safari Storme EX,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota
Maruti Wagon R LXI,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti
Maruti Baleno Alpha 1.3,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti
Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift AMT VVT VXI,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,2019,7032,Electric,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo
Maruti Baleno Alpha 1.3,2017,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti
Tata Zest Revotron 1.2 XT,2017,120000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata
Maruti Ertiga ZDI,2013,148000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,Maruti
Hyundai i20 Asta 1.4 CRDi,2013,60000,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,5.0,Hyundai
Maruti Alto 800 LXI,2015,18000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti
Tata Zest Quadrajet 1.3 75PS XMS,2018,80000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata
Maruti Alto LXI,2004,96000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,Maruti
Honda Amaze S i-Dtech,2015,97000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,Honda
Hyundai i20 Sportz 1.4 CRDi,2013,210000,Diesel,Individual,Manual,Third Owner,21.9,1396.0,88.76,5.0,Hyundai
Volkswagen Vento Diesel Breeze,2012,60000,Diesel,Individual,Manual,Third Owner,20.5,1598.0,105.0,5.0,Volkswagen
Maruti Swift Dzire ZDI,2014,90000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti
Honda WR-V i-VTEC VX,2019,35000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,Honda
Mahindra Verito 1.5 D2 BSIV,2012,120000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0,Mahindra
Tata Indigo TDI,2008,100000,Diesel,Individual,Manual,First Owner,19.61,1405.0,70.0,5.0,Tata
Hyundai Grand i10 Asta Option,2017,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Chevrolet Sail Hatchback Petrol LS ABS,2013,110000,Petrol,Individual,Manual,Second Owner,18.2,1199.0,84.8,5.0,Chevrolet
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,35000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota
Honda WR-V i-DTEC VX,2018,15000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,Honda
Maruti Ciaz VDi Plus,2015,90000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5.0,Maruti
Hyundai i10 Magna,2008,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai
Tata Manza Club Class Quadrajet90 EX,2013,140000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,Tata
Maruti Vitara Brezza ZDi,2017,110000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti
Toyota Innova Crysta 2.8 GX AT BSIV,2016,55000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7.0,Toyota
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,73000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,8.0,Toyota
Maruti Ertiga VDI,2015,100000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,Maruti
Ford Figo Aspire 1.5 TDCi Trend,2015,32000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,Ford
Nissan Sunny Diesel XV,2012,112072,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,Nissan
Ford Figo Diesel EXI,2014,30000,Diesel,Individual,Ai,First Owner,20.0,1399.0,68.05,5.0,Ford
Maruti Swift VDI BSIV,2016,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,Maruti
Volkswagen Multivan TDI,2011,50000,Diesel,Individual,Manual,Second Owner,,,,,Volkswagen
Chevrolet Spark 1.0 LS,2009,80000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,Chevrolet
BMW 3 Series 320d Sedan,2007,110000,Diesel,Individual,Automatic,Fourth & Above Owner,16.07,1995.0,181.0,5.0,BMW
Maruti Zen Estilo 1.1 LX BSIII,2007,80000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,Maruti
Maruti Zen Estilo 1.1 LX BSIII,2007,80000,Petrol,Partnership,Manual,Second Owner,18.2,1061.0,64.0,5.0,Maruti
Mercedes-Benz E-Class E 250 Elegance,2011,80000,Petrol,Individual,Automatic,Second Owner,10.93,2497.0,204.0,5.0,Mercedes
Hyundai Santro GLS I - Euro II,2006,100000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,19000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford
Hyundai i20 Sportz Option 1.4 CRDi,2015,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai
Mahindra Scorpio S10 7 Seater,2015,52269,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,170000,LPG,Individual,Manual,Second Owner,10.9,796.0,32.8,5.0,Maruti
Maruti Omni E 8 Str STD,2009,140000,Petrol,Individual,Ai,First Owner,,,,,Maruti
Maruti Omni E 8 Str STD,2010,170000,Petrol,Individual,Manual,Second Owner,,,,,Maruti
Hyundai i20 Magna,2009,60000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,80.0,5.0,Hyundai
Honda Amaze i-VTEC Privilege Edition,2017,15780,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0,Honda
Hyundai Verna 1.6 SX,2014,106000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,Hyundai
Volkswagen Vento Diesel Highline,2012,80000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0,Volkswagen
Hyundai i20 Active 1.4 SX Dual Tone,2015,74000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0,Hyundai
Maruti Ertiga VDI,2018,35000,Diesel,Individual,Manual,Second Owner,25.47,1248.0,88.5,7.0,Maruti
Hyundai Verna 1.6 SX CRDi (O),2013,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,Hyundai
Maruti Ciaz ZDi,2015,60000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5.0,Maruti
Ford Figo 1.2P Titanium MT,2016,50000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,5.0,Ford
Hyundai i10 Sportz,2011,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai
Tata Indigo CS eGLX BS IV,2011,90000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0,Tata
Renault Duster 110PS Diesel RxZ,2014,114000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,Renault
Hyundai i20 Magna,2009,100000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,Hyundai
Hyundai i20 1.4 CRDi Asta,2011,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,Hyundai
Hyundai i10 Sportz,2011,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai
Maruti Alto LXi,2010,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti
Tata Manza Aura (ABS) Quadrajet BS IV,2011,79000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,Tata
Hyundai i20 Asta 1.2,2007,2360457,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,Hyundai
Volkswagen Vento Diesel Highline,2011,120000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0,Volkswagen
Tata Tigor 1.2 Revotron XT,2017,10000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata
Mahindra XUV500 W8 AWD,2013,150000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra
Nissan Micra XE,2011,110000,Petrol,Individual,Manual,First Owner,18.06,1198.0,75.0,5.0,Nissan
Maruti Alto 800 VXI,2018,10000,Petrol,Partnership,Manual,Rent,24.7,796.0,47.3,5.0,Maruti
Maruti Wagon R LXI LPG BSIV,2010,70000,LPG,Individual,Manual,Second Owner,26.2,998.0,58.2,5.0,Maruti
Tata Indica Vista TDI LX,2012,46000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,Tata
Hyundai Accent GLS,2002,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2,1495.0,94.0,5.0,Hyundai
Maruti Swift VDI,2013,108800,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,Maruti
Hyundai i10 Sportz Option,2009,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai
Mahindra Scorpio S3 9 Seater BSIV,2018,35000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7.0,Mahindra
Ford Figo Diesel EXI,2011,72000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford
Renault KWID RXL,2018,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault
Mahindra Bolero 2011-2019 ZLX BSIII,7,120000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,62.1,7.0,Mahindra
Chevrolet Spark 1.0 LS,2011,35000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet
